job,marital,education,housing,loan,month,day_of_week,campaign,previous,cons.price.idx,cons.conf.idx,y,was_contacted_before,economic_index,is_risk,poutcome_success,is_cellular,age_group
admin.,married,university.degree,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,university.degree,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,married,university.degree,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,high.school,yes,no,may,fri,14,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
housemaid,married,high.school,yes,no,may,fri,11,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
housemaid,divorced,high.school,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
self-employed,married,high.school,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
housemaid,married,high.school,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,married,basic.9y,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
management,married,university.degree,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,married,university.degree,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,married,high.school,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,university.degree,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.4y,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
admin.,married,basic.9y,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,married,university.degree,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,university.degree,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
unemployed,single,high.school,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,divorced,basic.4y,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
housemaid,married,basic.9y,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,high.school,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,divorced,basic.9y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,high.school,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
admin.,single,university.degree,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,divorced,high.school,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.4y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,basic.9y,no,no,may,fri,7,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.6y,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
management,married,university.degree,yes,no,may,fri,23,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,divorced,professional.course,no,no,may,fri,18,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
student,single,high.school,no,yes,may,fri,1,0,93.994,-36.4,yes,0,0.9801084122407879,0,0,0,working_age
management,married,basic.4y,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,high.school,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,professional.course,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
retired,married,basic.9y,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,professional.course,no,no,may,fri,8,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,single,high.school,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,single,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
housemaid,married,university.degree,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
blue-collar,married,professional.course,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,university.degree,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,single,university.degree,yes,no,may,fri,15,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,university.degree,yes,no,may,fri,9,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,high.school,yes,yes,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,single,university.degree,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,single,university.degree,yes,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,yes,yes,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.4y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,single,basic.4y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,Students/early career
admin.,single,university.degree,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,single,university.degree,yes,no,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
retired,married,basic.9y,no,no,may,fri,1,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,divorced,professional.course,yes,no,may,fri,17,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,university.degree,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,single,high.school,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,single,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.6y,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
entrepreneur,married,basic.6y,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.4y,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,married,high.school,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,married,basic.4y,yes,no,may,fri,7,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
admin.,single,university.degree,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,single,basic.9y,yes,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,university.degree,yes,no,may,fri,15,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
management,single,university.degree,no,yes,may,fri,11,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,yes,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,divorced,university.degree,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,divorced,basic.6y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
entrepreneur,divorced,high.school,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
services,single,university.degree,no,no,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
self-employed,married,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,single,high.school,yes,no,may,fri,16,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
retired,married,university.degree,yes,yes,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,single,professional.course,yes,yes,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
blue-collar,married,basic.9y,yes,yes,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,married,university.degree,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,married,professional.course,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
self-employed,single,high.school,yes,yes,may,fri,8,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,high.school,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,high.school,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,single,high.school,yes,yes,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,divorced,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,divorced,basic.6y,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
services,married,high.school,no,no,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.4y,yes,yes,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
services,married,high.school,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.6y,yes,no,may,fri,6,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
technician,married,high.school,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,married,basic.9y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,single,university.degree,no,no,may,fri,6,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,high.school,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,Students/early career
blue-collar,married,basic.9y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
self-employed,single,basic.6y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
entrepreneur,married,university.degree,yes,no,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
self-employed,single,university.degree,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,divorced,professional.course,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,9,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
management,married,university.degree,yes,no,may,fri,10,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,married,university.degree,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,high.school,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
entrepreneur,married,university.degree,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
retired,married,basic.9y,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
admin.,married,high.school,no,yes,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
entrepreneur,married,basic.9y,no,no,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
self-employed,married,high.school,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
services,divorced,high.school,yes,yes,may,fri,5,0,93.994,-36.4,yes,0,0.9801084122407879,0,0,0,working_age
services,married,basic.9y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,Students/early career
admin.,married,high.school,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,married,university.degree,yes,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
blue-collar,married,basic.4y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
management,married,high.school,no,no,may,fri,7,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,divorced,basic.9y,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,married,high.school,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,university.degree,no,no,may,fri,6,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
services,married,high.school,no,yes,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,basic.9y,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,married,professional.course,no,no,may,fri,6,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
admin.,married,university.degree,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,yes,may,fri,19,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
admin.,single,high.school,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,yes,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.4y,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
retired,married,high.school,no,no,may,fri,20,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
student,single,university.degree,yes,yes,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,Students/early career
blue-collar,married,basic.4y,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,single,university.degree,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,divorced,university.degree,no,no,may,fri,6,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
admin.,married,university.degree,no,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,single,basic.9y,yes,no,may,fri,2,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,6,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
blue-collar,married,basic.6y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
self-employed,married,university.degree,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
services,married,basic.9y,yes,no,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
admin.,married,professional.course,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
self-employed,married,university.degree,yes,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
student,single,high.school,yes,yes,may,fri,7,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,Students/early career
admin.,single,university.degree,no,yes,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
blue-collar,married,basic.9y,no,yes,may,fri,4,0,93.994,-36.4,yes,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,7,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,single,university.degree,yes,no,may,fri,5,0,93.994,-36.4,no,0,0.9801084122407879,1,0,0,working_age
blue-collar,married,basic.9y,no,no,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
technician,married,basic.9y,no,no,may,fri,3,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
blue-collar,married,basic.4y,no,yes,may,fri,4,0,93.994,-36.4,no,0,0.9801084122407879,0,0,0,working_age
management,married,university.degree,yes,no,may,mon,4,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
technician,married,high.school,no,yes,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,yes,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.4y,no,yes,may,mon,19,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
services,married,high.school,no,no,may,mon,4,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
self-employed,single,university.degree,yes,no,may,mon,6,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
admin.,divorced,high.school,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
self-employed,married,basic.4y,no,no,may,mon,4,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
technician,divorced,university.degree,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
blue-collar,married,basic.4y,yes,yes,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
admin.,married,university.degree,no,yes,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
self-employed,divorced,basic.9y,no,yes,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
services,married,high.school,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,divorced,high.school,yes,no,may,mon,5,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
housemaid,married,basic.4y,no,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
admin.,divorced,high.school,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.6y,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
entrepreneur,divorced,university.degree,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,married,high.school,no,no,may,mon,4,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,single,basic.4y,yes,yes,may,mon,6,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
retired,married,basic.4y,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
blue-collar,married,basic.9y,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,single,professional.course,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
self-employed,single,university.degree,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
technician,married,professional.course,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.6y,yes,yes,may,mon,7,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.4y,no,no,may,mon,5,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
services,divorced,high.school,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,married,high.school,yes,yes,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
services,single,basic.4y,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
admin.,divorced,university.degree,no,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,single,university.degree,no,yes,may,mon,4,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
student,single,university.degree,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
self-employed,married,high.school,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
technician,divorced,professional.course,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.6y,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
admin.,single,professional.course,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,married,basic.4y,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
blue-collar,married,basic.9y,yes,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,single,high.school,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,single,high.school,no,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,yes,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
technician,married,university.degree,yes,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
entrepreneur,married,basic.4y,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
management,married,basic.4y,no,no,may,mon,1,0,93.994,-36.4,yes,0,0.9797715217392965,1,0,0,working_age
blue-collar,divorced,basic.6y,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,divorced,basic.9y,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,married,high.school,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
services,married,high.school,yes,yes,may,mon,6,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
retired,divorced,university.degree,yes,no,may,mon,4,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
services,single,high.school,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,no,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,married,high.school,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,professional.course,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,single,basic.6y,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,married,university.degree,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
services,single,high.school,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.4y,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
admin.,married,professional.course,no,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,divorced,university.degree,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.9y,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
retired,married,basic.4y,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
services,single,basic.6y,yes,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.4y,yes,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
admin.,married,professional.course,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.6y,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
services,divorced,high.school,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
services,divorced,basic.9y,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,married,basic.4y,no,no,may,mon,6,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
services,married,basic.9y,no,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.4y,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
self-employed,single,high.school,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,married,university.degree,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
technician,single,university.degree,yes,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
blue-collar,married,basic.6y,yes,yes,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,basic.6y,yes,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
services,married,high.school,yes,yes,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
management,married,university.degree,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
blue-collar,married,basic.9y,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
management,married,basic.9y,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
student,single,high.school,no,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
technician,married,professional.course,yes,no,may,mon,2,0,93.994,-36.4,yes,0,0.9797715217392965,0,0,0,working_age
admin.,single,university.degree,yes,no,may,mon,1,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
housemaid,divorced,basic.4y,no,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
admin.,single,university.degree,yes,no,may,mon,2,0,93.994,-36.4,no,0,0.9797715217392965,1,0,0,working_age
management,divorced,high.school,yes,no,may,mon,3,0,93.994,-36.4,no,0,0.9797715217392965,0,0,0,working_age
